DateTime,GWL(m)
2009-05-01,199.74714038709678
2009-06-01,197.73574879999995
2009-07-01,196.1303442580645
2009-08-01,196.24646322580637
2009-09-01,198.1888847999999
2009-10-01,201.8739561290322
2009-11-01,203.8861048
2009-12-01,204.34018141935482
2010-01-01,204.92077625806445
2010-02-01,207.45961628571428
2010-03-01,207.281993032258
2010-04-01,207.041496
2010-05-01,207.16498916129032
2010-06-01,206.1175456
2010-07-01,205.74737419354838
2010-08-01,203.91002012903215
2010-09-01,206.67461839999999
2010-10-01,206.36248025806452
2010-11-01,205.68655840000002
2010-12-01,204.83051612903222
2011-01-01,205.13413625806447
2011-02-01,204.66100799999987
2011-03-01,202.987656
2011-04-01,200.89713439999997
2011-05-01,199.0868059354838
